Source,Target,Transfer Type,Classifier Type,Alpha,Epoch,Repeat,Accuracy,STD,Minimum Accuracy,Maximum Accuracy,Elapsed,Delete Rate
inceptionv3,stl10,pool,Baseline,None,30,10,79.93,6.87,68.85,88.08,9.45,0.0
inceptionv3,stl10,pool,tafe,0.0,30,10,81.52,6.81,63.88,86.92,9.59,0.0
inceptionv3,stl10,pool,tafe,1e-45,30,10,83.94,5.21,73.38,88.46,10.03,23.34
inceptionv3,stl10,pool,tafe,1e-25,30,10,82.92,4.46,74.69,89.04,9.93,33.25
inceptionv3,stl10,pool,tafe,1e-15,30,10,86.38,2.46,80.54,89.69,8.97,42.53
inceptionv3,stl10,pool,tafe,1e-05,30,10,85.33,3.0,78.69,89.46,7.38,72.31
inceptionv3,stl10,pool,tafe,0.01,30,10,84.97,2.41,79.27,86.88,7.17,90.53
xception,stl10,pool,Baseline,None,30,10,86.91,3.32,80.46,90.42,15.99,0.0
xception,stl10,pool,tafe,0.0,30,10,86.79,4.06,76.54,89.96,18.79,2.83
xception,stl10,pool,tafe,1e-45,30,10,87.78,2.05,83.62,90.12,15.49,5.47
xception,stl10,pool,tafe,1e-25,30,10,86.81,1.83,84.19,90.46,16.14,9.67
xception,stl10,pool,tafe,1e-15,30,10,86.95,2.82,79.69,89.81,16.37,13.96
xception,stl10,pool,tafe,1e-05,30,10,88.04,1.32,86.08,89.54,14.94,28.27
xception,stl10,pool,tafe,0.01,30,10,87.17,0.53,86.23,88.08,10.82,46.39
vgg16,stl10,pool,Baseline,None,30,10,48.17,2.09,44.69,50.85,17.44,0.0
vgg16,stl10,pool,tafe,0.0,30,10,47.9,3.66,41.92,52.15,18.41,0.0
vgg16,stl10,pool,tafe,1e-45,30,10,47.38,1.16,45.38,49.08,16.52,28.12
vgg16,stl10,pool,tafe,1e-25,30,10,48.22,1.64,45.46,52.0,18.08,47.07
vgg16,stl10,pool,tafe,1e-15,30,10,48.2,1.87,45.08,51.31,13.87,61.33
vgg16,stl10,pool,tafe,1e-05,30,10,43.23,3.38,38.04,49.85,13.87,84.96
vgg16,stl10,pool,tafe,0.01,30,10,30.62,5.73,19.5,36.31,11.86,94.92
densenet201,stl10,pool,Baseline,None,30,10,83.21,3.04,77.08,87.35,13.38,0.0
densenet201,stl10,pool,tafe,0.0,30,10,83.74,1.47,80.81,85.19,12.2,0.0
densenet201,stl10,pool,tafe,1e-45,30,10,83.08,1.76,80.04,85.96,9.49,49.11
densenet201,stl10,pool,tafe,1e-25,30,10,81.88,3.71,75.12,86.31,11.77,62.5
densenet201,stl10,pool,tafe,1e-15,30,10,80.85,1.51,78.5,83.04,8.01,72.76
densenet201,stl10,pool,tafe,1e-05,30,10,78.89,1.31,76.62,80.5,9.46,88.28
densenet201,stl10,pool,tafe,0.01,30,10,67.82,1.43,65.31,69.81,7.18,94.58
