Source,Target,Transfer Type,Classifier Type,Alpha,Epoch,Repeat,Accuracy,STD,Minimum Accuracy,Maximum Accuracy,Elapsed,Delete Rate
resnet50,vehicles2,dense,Baseline,None,30,10,20.0,0.0,20.0,20.0,40.34,0.0
resnet50,vehicles2,dense,tafe,0.0,30,10,20.0,0.0,20.0,20.0,16.48,65.28
resnet50,vehicles2,dense,tafe,1e-45,30,10,21.44,1.04,20.0,24.0,7.84,94.78
resnet50,vehicles2,dense,tafe,1e-25,30,10,20.6,0.53,19.8,21.4,5.86,95.36
resnet50,vehicles2,dense,tafe,1e-15,30,10,20.06,0.18,20.0,20.6,3.85,96.24
resnet50,vehicles2,dense,tafe,1e-05,30,10,20.02,0.06,20.0,20.2,3.63,97.46
inceptionv3,vehicles2,dense,Baseline,None,30,10,84.72,4.11,75.0,89.8,105.2,0.0
inceptionv3,vehicles2,dense,tafe,0.0,30,10,84.18,4.36,75.8,90.8,101.11,4.69
inceptionv3,vehicles2,dense,tafe,1e-45,30,10,73.02,4.06,65.0,77.8,10.55,96.48
inceptionv3,vehicles2,dense,tafe,1e-25,30,10,69.26,2.2,65.6,72.8,5.98,98.19
inceptionv3,vehicles2,dense,tafe,1e-15,30,10,60.7,2.04,57.0,63.4,4.86,99.12
inceptionv3,vehicles2,dense,tafe,1e-05,30,10,40.74,1.08,38.8,42.0,3.71,99.9
vgg16,vehicles2,dense,Baseline,None,30,10,73.32,6.86,59.6,79.8,45.52,0.0
vgg16,vehicles2,dense,tafe,0.0,30,10,72.88,6.88,58.4,81.8,52.73,0.59
vgg16,vehicles2,dense,tafe,1e-45,30,10,24.66,1.44,22.8,27.2,5.47,89.84
vgg16,vehicles2,dense,tafe,1e-25,30,10,20.56,0.94,20.0,22.6,9.36,94.34
vgg16,vehicles2,dense,tafe,1e-15,30,10,20.26,0.72,19.6,22.2,4.86,96.29
vgg16,vehicles2,dense,tafe,1e-05,30,10,20.0,0.0,20.0,20.0,2.45,98.6
xception,vehicles2,dense,Baseline,None,30,10,87.82,1.23,85.8,89.6,104.09,0.0
xception,vehicles2,dense,tafe,0.0,30,10,87.56,2.21,81.8,90.0,97.11,0.63
xception,vehicles2,dense,tafe,1e-45,30,10,86.98,3.43,77.0,89.2,58.28,39.75
xception,vehicles2,dense,tafe,1e-25,30,10,86.52,1.53,83.4,88.4,42.49,48.83
xception,vehicles2,dense,tafe,1e-15,30,10,87.08,1.14,84.8,88.4,42.11,57.32
xception,vehicles2,dense,tafe,1e-05,30,10,86.02,1.14,83.8,87.8,20.91,76.56
