Source,Target,Transfer Type,Classifier Type,Alpha,Epoch,Repeat,Accuracy,STD,Minimum Accuracy,Maximum Accuracy,Elapsed,Delete Rate
inceptionv3,dog,pool,Baseline,None,30,10,71.58,2.06,67.58,74.58,24.48,0.0
inceptionv3,dog,pool,tafe,0.0,30,10,72.5,1.42,69.74,74.34,25.44,0.0
inceptionv3,dog,pool,tafe,1e-45,30,10,71.45,1.57,67.9,73.82,17.31,4.2
inceptionv3,dog,pool,tafe,1e-25,30,10,72.56,1.27,70.46,74.24,23.28,12.11
inceptionv3,dog,pool,tafe,1e-15,30,10,72.23,2.09,68.22,74.85,19.41,20.9
inceptionv3,dog,pool,tafe,1e-05,30,10,72.87,1.28,70.46,74.83,12.97,68.55
inceptionv3,dog,pool,tafe,0.01,30,10,71.35,1.35,69.52,72.72,12.76,87.35
xception,dog,pool,Baseline,None,30,10,71.79,1.02,70.16,73.23,30.57,0.0
xception,dog,pool,tafe,0.0,30,10,71.22,1.57,68.42,74.46,24.69,0.83
xception,dog,pool,tafe,1e-45,30,10,71.33,1.18,69.38,73.62,24.22,0.88
xception,dog,pool,tafe,1e-25,30,10,71.17,1.56,68.81,73.67,25.71,2.64
xception,dog,pool,tafe,1e-15,30,10,70.65,1.34,68.91,72.96,24.6,6.69
xception,dog,pool,tafe,1e-05,30,10,71.29,1.36,68.93,73.87,17.57,20.8
xception,dog,pool,tafe,0.01,30,10,70.81,1.16,68.71,72.47,17.17,37.4
densenet201,dog,pool,Baseline,None,30,10,70.3,1.63,66.92,72.79,23.35,0.0
densenet201,dog,pool,tafe,0.0,30,10,70.49,2.63,65.32,74.95,25.34,0.0
densenet201,dog,pool,tafe,1e-45,30,10,69.98,1.55,67.39,72.62,20.46,26.67
densenet201,dog,pool,tafe,1e-25,30,10,70.11,1.99,66.6,73.35,19.3,40.68
densenet201,dog,pool,tafe,1e-15,30,10,69.52,1.78,67.19,72.84,15.67,53.49
densenet201,dog,pool,tafe,1e-05,30,10,68.47,0.87,67.26,69.99,13.28,77.81
densenet201,dog,pool,tafe,0.01,30,10,60.32,0.71,59.23,61.49,14.16,89.9
vgg16,dog,pool,Baseline,None,30,10,12.71,2.02,9.6,15.32,25.04,0.0
vgg16,dog,pool,tafe,0.0,30,10,12.25,2.06,8.96,16.58,24.81,0.0
vgg16,dog,pool,tafe,1e-45,30,10,8.91,1.13,6.88,11.12,22.09,36.52
vgg16,dog,pool,tafe,1e-25,30,10,9.21,1.38,6.97,11.37,23.71,52.15
vgg16,dog,pool,tafe,1e-15,30,10,8.5,1.08,6.29,9.75,24.23,64.84
vgg16,dog,pool,tafe,1e-05,30,10,5.22,0.62,4.35,6.48,15.83,87.7
vgg16,dog,pool,tafe,0.01,30,10,2.87,0.22,2.48,3.19,11.18,96.48
