Source,Target,Transfer Type,Classifier Type,Alpha,Epoch,Repeat,Accuracy,STD,Minimum Accuracy,Maximum Accuracy,Elapsed,Delete Rate
inceptionv3,mit67,pool,Baseline,None,30,10,47.54,2.73,41.8,52.26,15.24,0.0
inceptionv3,mit67,pool,tafe,0.0,30,10,46.32,5.33,37.99,53.32,14.47,0.0
inceptionv3,mit67,pool,tafe,1e-45,30,10,44.95,3.79,35.57,50.32,12.32,0.2
inceptionv3,mit67,pool,tafe,1e-25,30,10,49.38,2.75,44.87,52.94,14.18,1.86
inceptionv3,mit67,pool,tafe,1e-15,30,10,43.58,4.86,34.64,51.39,14.27,7.62
inceptionv3,mit67,pool,tafe,1e-05,30,10,46.5,3.61,39.8,51.9,11.76,40.38
inceptionv3,mit67,pool,tafe,0.01,30,10,44.5,3.77,36.31,48.0,6.65,78.47
xception,mit67,pool,Baseline,None,30,10,49.86,4.66,41.74,58.04,17.32,0.0
xception,mit67,pool,tafe,0.0,30,10,52.94,2.12,48.35,57.0,17.57,0.83
xception,mit67,pool,tafe,1e-45,30,10,51.65,3.65,45.35,57.3,20.23,0.88
xception,mit67,pool,tafe,1e-25,30,10,53.11,2.79,49.74,57.78,19.38,1.86
xception,mit67,pool,tafe,1e-15,30,10,49.09,4.52,40.7,55.91,15.91,7.23
xception,mit67,pool,tafe,1e-05,30,10,52.79,4.58,40.74,57.2,16.34,22.46
xception,mit67,pool,tafe,0.01,30,10,51.11,2.41,48.1,54.71,14.1,38.38
densenet201,mit67,pool,Baseline,None,30,10,52.4,3.89,46.87,60.14,16.26,0.0
densenet201,mit67,pool,tafe,0.0,30,10,51.48,5.6,40.77,58.75,18.21,0.0
densenet201,mit67,pool,tafe,1e-45,30,10,54.75,3.7,47.97,61.62,14.88,16.25
densenet201,mit67,pool,tafe,1e-25,30,10,54.82,3.3,49.35,60.39,13.25,30.63
densenet201,mit67,pool,tafe,1e-15,30,10,52.16,3.4,46.26,58.13,13.95,44.64
densenet201,mit67,pool,tafe,1e-05,30,10,53.52,1.67,51.07,56.42,9.49,73.02
densenet201,mit67,pool,tafe,0.01,30,10,47.65,1.31,46.13,49.61,8.73,88.02
vgg16,mit67,pool,Baseline,None,30,10,27.13,4.43,17.85,34.67,11.08,0.0
vgg16,mit67,pool,tafe,0.0,30,10,29.52,3.18,21.63,32.67,12.55,0.0
vgg16,mit67,pool,tafe,1e-45,30,10,29.48,1.91,26.34,31.83,12.48,29.3
vgg16,mit67,pool,tafe,1e-25,30,10,27.72,1.38,25.4,29.92,10.98,51.17
vgg16,mit67,pool,tafe,1e-15,30,10,27.94,1.93,24.21,30.79,10.35,68.16
vgg16,mit67,pool,tafe,1e-05,30,10,21.56,1.12,19.95,23.56,8.89,86.52
vgg16,mit67,pool,tafe,0.01,30,10,17.94,1.06,15.69,19.4,10.15,92.38
