Source,Target,Transfer Type,Classifier Type,Alpha,Epoch,Repeat,Accuracy,STD,Minimum Accuracy,Maximum Accuracy,Elapsed,Delete Rate
inceptionv3,pet,pool,Baseline,None,30,10,79.52,2.89,74.59,83.27,6.62,0.0
inceptionv3,pet,pool,tafe,0.0,30,10,81.83,2.17,78.55,85.04,9.83,0.0
inceptionv3,pet,pool,tafe,1e-45,30,10,81.69,1.54,79.99,85.45,9.3,0.44
inceptionv3,pet,pool,tafe,1e-25,30,10,81.62,2.32,76.91,84.36,9.02,4.88
inceptionv3,pet,pool,tafe,1e-15,30,10,81.39,2.01,76.23,83.33,7.75,12.4
inceptionv3,pet,pool,tafe,1e-05,30,10,82.37,1.56,79.71,85.11,7.07,29.35
inceptionv3,pet,pool,tafe,0.01,30,10,80.98,1.49,78.07,82.86,5.9,55.27
xception,pet,pool,Baseline,None,30,10,82.52,1.28,79.85,84.77,9.17,0.0
xception,pet,pool,tafe,0.0,30,10,81.53,2.93,76.37,86.41,9.71,3.52
xception,pet,pool,tafe,1e-45,30,10,81.79,2.84,73.91,84.49,11.74,3.52
xception,pet,pool,tafe,1e-25,30,10,80.96,2.24,76.3,84.77,10.62,3.52
xception,pet,pool,tafe,1e-15,30,10,81.89,2.39,76.5,85.38,8.58,4.0
xception,pet,pool,tafe,1e-05,30,10,80.79,3.48,74.73,86.07,9.06,11.23
xception,pet,pool,tafe,0.01,30,10,83.27,1.02,81.63,84.9,8.41,26.46
densenet201,pet,pool,Baseline,None,30,10,82.56,1.53,80.05,84.77,9.25,0.0
densenet201,pet,pool,tafe,0.0,30,10,83.03,2.74,78.21,86.48,10.59,0.0
densenet201,pet,pool,tafe,1e-45,30,10,82.98,1.53,80.12,85.66,8.01,6.51
densenet201,pet,pool,tafe,1e-25,30,10,82.66,2.18,79.78,85.04,7.77,18.7
densenet201,pet,pool,tafe,1e-15,30,10,84.61,0.99,83.06,86.13,8.41,32.34
densenet201,pet,pool,tafe,1e-05,30,10,81.64,2.49,74.93,83.67,5.79,62.81
densenet201,pet,pool,tafe,0.01,30,10,80.68,0.88,78.89,81.9,4.77,82.55
vgg16,pet,pool,Baseline,None,30,10,32.59,2.94,26.84,37.84,8.93,0.0
vgg16,pet,pool,tafe,0.0,30,10,29.49,3.99,21.11,37.5,6.88,0.0
vgg16,pet,pool,tafe,1e-45,30,10,25.98,4.44,20.49,32.24,8.25,11.91
vgg16,pet,pool,tafe,1e-25,30,10,27.1,4.18,20.9,35.52,9.66,28.12
vgg16,pet,pool,tafe,1e-15,30,10,23.35,2.24,20.29,27.19,8.59,42.19
vgg16,pet,pool,tafe,1e-05,30,10,22.32,2.49,17.35,24.73,7.18,72.46
vgg16,pet,pool,tafe,0.01,30,10,14.97,1.8,10.59,17.21,4.97,88.67
