Source,Target,Transfer Type,Classifier Type,Alpha,Epoch,Repeat,Accuracy,STD,Minimum Accuracy,Maximum Accuracy,Elapsed,Delete Rate
resnet50,fish,dense,Baseline,None,30,10,24.5,3.78,20.0,29.0,14.62,0.0
resnet50,fish,dense,tafe,0.0,30,10,31.36,6.24,21.8,41.6,10.6,64.01
resnet50,fish,dense,tafe,1e-45,30,10,24.82,0.91,23.4,26.2,6.23,92.63
resnet50,fish,dense,tafe,1e-25,30,10,23.3,0.5,22.4,24.2,5.74,93.26
resnet50,fish,dense,tafe,1e-15,30,10,23.06,0.54,22.2,23.8,5.75,93.9
resnet50,fish,dense,tafe,1e-05,30,10,20.12,0.18,19.8,20.4,5.16,96.09
