Source,Target,Transfer Type,Classifier Type,Alpha,Epoch,Repeat,Accuracy,STD,Minimum Accuracy,Maximum Accuracy,Elapsed,Delete Rate
inceptionv3,vehicles1,pool,Baseline,None,30,10,77.4,2.28,71.8,79.6,1.71,0.0
inceptionv3,vehicles1,pool,tafe,0.0,30,10,76.0,3.15,69.0,80.2,1.91,4.79
inceptionv3,vehicles1,pool,tafe,1e-45,30,10,66.82,1.06,65.2,69.0,2.16,96.73
inceptionv3,vehicles1,pool,tafe,1e-25,30,10,63.12,0.8,62.0,65.0,2.28,98.24
inceptionv3,vehicles1,pool,tafe,1e-15,30,10,52.7,0.46,51.8,53.6,2.73,99.12
xception,vehicles1,pool,Baseline,None,30,10,79.18,1.12,76.8,80.6,2.52,0.0
xception,vehicles1,pool,tafe,0.0,30,10,79.92,0.9,78.4,81.2,2.84,0.54
xception,vehicles1,pool,tafe,1e-45,30,10,80.24,0.98,78.0,81.4,2.53,41.36
xception,vehicles1,pool,tafe,1e-25,30,10,79.82,0.81,78.4,81.0,2.24,50.2
xception,vehicles1,pool,tafe,1e-15,30,10,80.0,0.64,78.6,80.8,2.09,59.18
xception,vehicles1,pool,tafe,1e-05,30,10,78.84,1.26,76.6,80.4,2.58,78.03
densenet201,vehicles1,pool,Baseline,None,30,10,83.02,1.7,80.2,86.0,2.74,0.0
densenet201,vehicles1,pool,tafe,0.0,30,10,83.98,0.78,82.6,85.2,2.91,6.2
densenet201,vehicles1,pool,tafe,1e-45,30,10,79.48,1.1,77.8,81.4,2.01,88.12
densenet201,vehicles1,pool,tafe,1e-25,30,10,77.2,0.92,75.4,78.4,1.98,92.24
densenet201,vehicles1,pool,tafe,1e-15,30,10,72.78,1.02,70.8,74.0,1.93,95.1
densenet201,vehicles1,pool,tafe,1e-05,30,10,64.58,1.29,62.6,66.6,2.56,98.49
