Source,Target,Transfer Type,Classifier Type,Alpha,Epoch,Repeat,Accuracy,STD,Minimum Accuracy,Maximum Accuracy,Elapsed,Delete Rate
inceptionv3,vehicles2,dense,Baseline,None,30,10,23.86,6.48,20.0,39.8,56.57,0.0
inceptionv3,vehicles2,dense,tafe,0.0,30,10,23.4,6.92,19.8,41.2,52.21,4.69
inceptionv3,vehicles2,dense,tafe,1e-45,30,10,52.22,9.56,40.2,66.2,6.52,96.58
inceptionv3,vehicles2,dense,tafe,1e-25,30,10,60.0,4.62,51.6,66.2,5.36,98.19
inceptionv3,vehicles2,dense,tafe,1e-15,30,10,40.28,6.33,34.2,55.8,4.04,99.12
inceptionv3,vehicles2,dense,tafe,1e-05,30,10,20.0,0.0,20.0,20.0,1.67,99.95
vgg16,vehicles2,dense,Baseline,None,30,10,20.0,0.0,20.0,20.0,27.16,0.0
vgg16,vehicles2,dense,tafe,0.0,30,10,20.0,0.0,20.0,20.0,25.08,0.78
vgg16,vehicles2,dense,tafe,1e-45,30,10,20.0,0.0,20.0,20.0,4.33,90.04
vgg16,vehicles2,dense,tafe,1e-25,30,10,20.0,0.0,20.0,20.0,3.51,94.14
vgg16,vehicles2,dense,tafe,1e-15,30,10,20.0,0.0,20.0,20.0,3.08,96.48
vgg16,vehicles2,dense,tafe,1e-05,30,10,20.0,0.0,20.0,20.0,2.35,98.83
xception,vehicles2,dense,Baseline,None,30,10,37.58,5.47,29.2,46.2,170.23,0.0
xception,vehicles2,dense,tafe,0.0,30,10,35.42,8.9,20.0,53.4,174.46,0.63
xception,vehicles2,dense,tafe,1e-45,30,10,44.12,8.69,26.4,59.8,84.04,39.55
xception,vehicles2,dense,tafe,1e-25,30,10,39.76,11.53,25.4,60.8,76.78,49.12
xception,vehicles2,dense,tafe,1e-15,30,10,43.56,4.66,35.0,52.8,66.89,57.18
xception,vehicles2,dense,tafe,1e-05,30,10,50.08,8.8,30.0,65.4,47.87,77.15
